D:\PP-Laba-4\dataset_1\cat\0000.jpg,dataset_1\cat\0000.jpg,cat
D:\PP-Laba-4\dataset_1\cat\0001.jpg,dataset_1\cat\0001.jpg,cat
D:\PP-Laba-4\dataset_1\cat\0002.jpg,dataset_1\cat\0002.jpg,cat
D:\PP-Laba-4\dataset_1\cat\0003.jpg,dataset_1\cat\0003.jpg,cat
D:\PP-Laba-4\dataset_1\cat\0004.jpg,dataset_1\cat\0004.jpg,cat
D:\PP-Laba-4\dataset_1\cat\0005.jpg,dataset_1\cat\0005.jpg,cat
D:\PP-Laba-4\dataset_1\cat\0006.jpg,dataset_1\cat\0006.jpg,cat
D:\PP-Laba-4\dataset_1\cat\0007.jpg,dataset_1\cat\0007.jpg,cat
D:\PP-Laba-4\dataset_1\cat\0008.jpg,dataset_1\cat\0008.jpg,cat
D:\PP-Laba-4\dataset_1\cat\0009.jpg,dataset_1\cat\0009.jpg,cat
D:\PP-Laba-4\dataset_1\cat\0010.jpg,dataset_1\cat\0010.jpg,cat
D:\PP-Laba-4\dataset_1\cat\0011.jpg,dataset_1\cat\0011.jpg,cat
D:\PP-Laba-4\dataset_1\cat\0012.jpg,dataset_1\cat\0012.jpg,cat
D:\PP-Laba-4\dataset_1\cat\0013.jpg,dataset_1\cat\0013.jpg,cat
D:\PP-Laba-4\dataset_1\cat\0014.jpg,dataset_1\cat\0014.jpg,cat
D:\PP-Laba-4\dataset_1\cat\0015.jpg,dataset_1\cat\0015.jpg,cat
D:\PP-Laba-4\dataset_1\cat\0016.jpg,dataset_1\cat\0016.jpg,cat
D:\PP-Laba-4\dataset_1\cat\0017.jpg,dataset_1\cat\0017.jpg,cat
D:\PP-Laba-4\dataset_1\cat\0018.jpg,dataset_1\cat\0018.jpg,cat
D:\PP-Laba-4\dataset_1\cat\0019.jpg,dataset_1\cat\0019.jpg,cat
D:\PP-Laba-4\dataset_1\cat\0020.jpg,dataset_1\cat\0020.jpg,cat
D:\PP-Laba-4\dataset_1\cat\0021.jpg,dataset_1\cat\0021.jpg,cat
D:\PP-Laba-4\dataset_1\cat\0022.jpg,dataset_1\cat\0022.jpg,cat
D:\PP-Laba-4\dataset_1\cat\0023.jpg,dataset_1\cat\0023.jpg,cat
D:\PP-Laba-4\dataset_1\cat\0024.jpg,dataset_1\cat\0024.jpg,cat
D:\PP-Laba-4\dataset_1\cat\0025.jpg,dataset_1\cat\0025.jpg,cat
D:\PP-Laba-4\dataset_1\cat\0026.jpg,dataset_1\cat\0026.jpg,cat
D:\PP-Laba-4\dataset_1\cat\0027.jpg,dataset_1\cat\0027.jpg,cat
D:\PP-Laba-4\dataset_1\cat\0028.jpg,dataset_1\cat\0028.jpg,cat
D:\PP-Laba-4\dataset_1\cat\0029.jpg,dataset_1\cat\0029.jpg,cat
D:\PP-Laba-4\dataset_1\cat\0030.jpg,dataset_1\cat\0030.jpg,cat
D:\PP-Laba-4\dataset_1\cat\0031.jpg,dataset_1\cat\0031.jpg,cat
D:\PP-Laba-4\dataset_1\cat\0032.jpg,dataset_1\cat\0032.jpg,cat
D:\PP-Laba-4\dataset_1\cat\0033.jpg,dataset_1\cat\0033.jpg,cat
D:\PP-Laba-4\dataset_1\cat\0034.jpg,dataset_1\cat\0034.jpg,cat
D:\PP-Laba-4\dataset_1\cat\0035.jpg,dataset_1\cat\0035.jpg,cat
D:\PP-Laba-4\dataset_1\cat\0036.jpg,dataset_1\cat\0036.jpg,cat
D:\PP-Laba-4\dataset_1\cat\0037.jpg,dataset_1\cat\0037.jpg,cat
D:\PP-Laba-4\dataset_1\cat\0038.jpg,dataset_1\cat\0038.jpg,cat
D:\PP-Laba-4\dataset_1\cat\0039.jpg,dataset_1\cat\0039.jpg,cat
D:\PP-Laba-4\dataset_1\cat\0040.jpg,dataset_1\cat\0040.jpg,cat
